Date,Open,High,Low,Close,Volume
12-27-22,167.889999,170.610001,167.800003,168.669998,6885700
12-28-22,168.050003,168.339996,167.100006,167.910004,3662500
12-29-22,168.539993,169.350006,168.520004,168.850006,3345900
12-30-22,169.259995,169.899994,168.800003,169.639999,2864500
01-03-23,171.320007,172.089996,170.020004,171.059998,7992900
01-04-23,172.860001,173.089996,171.850006,172.669998,7574600
01-05-23,170.820007,171,169.789993,170.520004,4692600
01-06-23,171.759995,173.960007,171.229996,173.710007,7889000
01-09-23,174.509995,175.039993,173.880005,174.100006,5134500
01-10-23,174.610001,174.979996,174.059998,174.740005,4398400
01-11-23,174.759995,174.789993,173.720001,174.619995,3374200
01-12-23,176.009995,176.710007,174.880005,176.639999,6936900
01-13-23,176.960007,178.830002,176.889999,178.759995,7468800
01-17-23,178.210007,178.240005,177.089996,177.589996,6610800
01-18-23,178.919998,179.179993,176.899994,177.080002,5384700
01-19-23,178.369995,180.029999,178.089996,179.889999,6678700
01-20-23,179.059998,179.660004,178.649994,179.289993,5754800
01-23-23,178.350006,179.690002,177.779999,179.630005,5265500
01-24-23,179.559998,180.320007,178.350006,180.279999,4604600
01-25-23,179.350006,181.220001,179.289993,181.110001,6925300
01-26-23,180.149994,180.270004,178.460007,179.470001,5860100
01-27-23,179.270004,179.720001,178.259995,179.220001,6052700
01-30-23,179.289993,179.429993,178.649994,178.759995,4210700
01-31-23,178.820007,179.699997,178.539993,179.410004,5976900
02-01-23,179.75,181.729996,178.630005,181.669998,7996000
02-02-23,181.080002,181.110001,177.740005,177.899994,8842400
02-03-23,174.919998,175.429993,173.119995,173.460007,13674400
02-06-23,174.110001,174.460007,173.279999,173.820007,8957000
02-07-23,173.720001,175.270004,173.470001,173.979996,6794200
02-08-23,174.940002,174.990005,173.830002,174.410004,4075600
02-09-23,175.490005,175.520004,172.869995,173.029999,5361300
02-10-23,173.630005,173.679993,172.630005,173.360001,2971100
02-13-23,172.699997,172.899994,172.070007,172.479996,3970800
02-14-23,171.970001,173.509995,171.410004,172.610001,5403100
02-15-23,170.600006,170.990005,170.160004,170.889999,5423800
02-16-23,170.339996,171.600006,169.960007,170.75,4540400
02-17-23,169.869995,171.470001,169.520004,171.259995,4809800
02-21-23,171.199997,171.5,170.339996,170.619995,4035900
02-22-23,170.809998,170.960007,169.559998,169.660004,4105700
02-23-23,169.839996,170.130005,169.080002,169.570007,5073500
02-24-23,168.419998,168.839996,168.190002,168.350006,6496500
02-27-23,168.880005,169.229996,168.550003,169.009995,4509200
02-28-23,168.779999,170.25,168.589996,169.779999,6761600
03-01-23,170.949997,171.490005,170.470001,170.759995,6590500
03-02-23,170.520004,170.979996,170.360001,170.660004,3950700
03-03-23,171.449997,172.600006,170.979996,172.490005,6894500
03-06-23,172.320007,172.369995,171.539993,171.619995,4264100
03-07-23,170.419998,170.470001,168.520004,168.619995,8713300
03-08-23,168.610001,169.589996,168.520004,168.539993,5718600
03-09-23,169.75,170.649994,169.710007,170.199997,5583000
03-10-23,171.929993,173.880005,171.919998,173.869995,13803400
03-13-23,176.660004,178.020004,176.300003,177.860001,20554400
03-14-23,177.350006,177.589996,176.210007,176.830002,10019000
03-15-23,178.860001,180.130005,177.490005,178.210007,14546100
03-16-23,179.509995,179.649994,177.869995,178.570007,10762200
03-17-23,181.020004,184.809998,180.770004,183.770004,24156300
03-20-23,184.190002,184.539993,182.740005,183.839996,11845700
03-21-23,182.649994,182.729996,179.899994,180.369995,10734500
03-22-23,180.399994,183.940002,180.279999,183.440002,11969600
03-23-23,183.910004,186.240005,183.600006,185.740005,11347100
03-24-23,185.610001,185.990005,183.619995,183.649994,9245900
03-27-23,181.149994,182.149994,180.690002,181.949997,6925000
03-28-23,182.309998,183.619995,182.119995,183.440002,6202600
03-29-23,182.490005,183.270004,182.240005,182.529999,4996500
03-30-23,182.75,184.440002,182.550003,184.179993,6360300
03-31-23,184.110001,184.419998,182.800003,183.220001,8003300
04-03-23,183.850006,185.039993,183.320007,184.539993,9206600
04-04-23,184.720001,188.229996,184.660004,187.979996,13765400
04-05-23,188.339996,188.860001,186.779999,187.830002,11440800
04-06-23,186.889999,187.259995,185.949997,186.490005,6648400
04-10-23,185.179993,185.360001,184.190002,185.110001,6408100
04-11-23,185.910004,186.509995,185.639999,186.279999,6031500
04-12-23,187.539993,187.660004,185.970001,187.190002,10000900
04-13-23,189.759995,190.410004,188.990005,189.720001,14060100
04-14-23,188.080002,188.490005,185.169998,186.360001,13272500
04-17-23,185.889999,185.929993,184.100006,185.529999,7468100
04-18-23,185.240005,186.990005,185.039993,186.25,8056900
04-19-23,184.350006,185.580002,184.279999,185.360001,7373500
04-20-23,186.139999,187.029999,185.779999,186.089996,5789900
04-21-23,184.979996,185.679993,183.220001,184.25,10698700
04-24-23,184.070007,185.029999,183.460007,184.809998,8303400
04-25-23,184.839996,186.220001,184.300003,185.75,8451900
04-26-23,186.630005,186.649994,184.300003,184.740005,8203600
04-27-23,183.899994,184.990005,183.380005,184.75,9107400
04-28-23,184.789993,185.380005,184.169998,184.800003,6700400
05-01-23,186.050003,186.220001,183.910004,183.970001,7997700
05-02-23,184.649994,187.639999,184.520004,187.520004,14680600
05-03-23,187.610001,189.210007,186.929993,189.110001,11133800
05-04-23,188.860001,191.360001,188.809998,190.440002,14146800
05-05-23,186.559998,187.580002,185.770004,187.460007,12508100
05-08-23,187.820007,188.669998,187.490005,187.690002,6075400
05-09-23,188.119995,189.330002,188.070007,189.020004,7098800
05-10-23,188.979996,189.639999,187.820007,188.75,9392100
05-11-23,188.440002,188.809998,186.860001,187.130005,8245500
05-12-23,187.429993,187.919998,186.580002,186.809998,7087500
05-15-23,187.300003,187.880005,187.029999,187.210007,5518100
05-16-23,186.580002,186.820007,184.460007,184.869995,9519500
05-17-23,184.309998,184.449997,183.479996,184.229996,7474300
05-18-23,182.100006,182.279999,181.339996,181.839996,8812600
05-19-23,182.25,184.339996,181.809998,183.639999,8435000
05-22-23,183.220001,183.839996,182.910004,183.210007,4834300
05-23-23,182.779999,183.759995,182.479996,183.429993,6345000
05-24-23,183.539993,183.539993,181.770004,181.949997,6732900
05-25-23,181.179993,181.309998,180.100006,180.199997,6919200
05-26-23,181.009995,181.300003,180.089996,180.919998,5823700
05-30-23,181.720001,182.399994,181.169998,182.039993,4906100
05-31-23,182.389999,183.449997,182.100006,182.320007,8497900
06-01-23,182.809998,184.210007,182.720001,183.759995,7300500
06-02-23,183.529999,183.559998,180.960007,181.050003,8726100
06-05-23,180.789993,182.440002,180.600006,182.139999,5748800
06-06-23,182.360001,182.649994,181.520004,182.339996,4967200
06-07-23,181.940002,183,180.149994,180.149994,9066500
06-08-23,182,183.039993,181.960007,182.529999,6394100
06-09-23,182.360001,182.789993,181.720001,182.039993,4379200
06-12-23,181.800003,181.940002,181.039993,181.880005,4873600
06-13-23,182.100006,182.429993,180.169998,180.539993,5126700
06-14-23,181.690002,181.960007,180.139999,180.639999,6807000
06-15-23,180.279999,182.050003,180.179993,181.910004,6739000
06-16-23,181.929993,182.619995,181.410004,181.630005,8779100
06-20-23,180.059998,180.089996,179.220001,179.75,7584200
06-21-23,179.149994,179.949997,178.190002,179.490005,6702300
06-22-23,178.360001,178.990005,177.630005,177.710007,7945000
06-23-23,179.600006,179.949997,178.089996,178.199997,5419800
06-26-23,179.050003,179.080002,178.419998,178.509995,3222100
06-27-23,179.070007,179.289993,177.429993,177.690002,5036900
06-28-23,177.229996,177.690002,176.699997,177.279999,5866700
06-29-23,175.830002,177.630005,175.789993,177.089996,6862500
06-30-23,177.690002,178.529999,177.320007,178.270004,6420900
07-03-23,178.610001,179.339996,178.460007,178.470001,4085700
07-05-23,179.410004,179.419998,177.830002,177.839996,5650600
07-06-23,177.509995,177.800003,176.660004,177.309998,5133000
07-07-23,178.380005,179.649994,178.350006,178.639999,5201100
07-10-23,178.369995,178.919998,178.259995,178.779999,3320500
07-11-23,179.429993,179.710007,179.130005,179.449997,2818800
07-12-23,181.179993,181.949997,181.100006,181.880005,7062000
07-13-23,181.960007,182.149994,181.490005,182.009995,4527900
07-14-23,181.589996,182.169998,181.110001,181.429993,5390000
07-17-23,180.990005,181.630005,180.639999,181.559998,4152400
07-18-23,182.789993,184.229996,182.320007,183.639999,8238000
07-19-23,183.449997,183.839996,182.869995,183.669998,3911600
07-20-23,183.729996,183.770004,182.470001,182.740005,4972900
07-21-23,182.059998,182.460007,181.679993,182.179993,3845400
07-24-23,182.220001,182.539993,181.339996,181.399994,4370000
07-25-23,181.720001,182.470001,181.100006,182.410004,4090100
07-26-23,182.660004,183.639999,182.309998,183.300003,6158400
07-27-23,181.639999,181.639999,180.320007,180.419998,7592800
07-28-23,181.479996,182.270004,181.25,181.860001,3828800
07-31-23,182.429993,183.089996,182.309998,182.350006,5494800
08-01-23,180.850006,181.380005,180.190002,180.460007,6239700
